fid;Naam;Webadres;Tel;KvKnr;Plaats;SBICode;SBINaam;Kans;Keten;Typering;AantalMedewerkers;TJ_Warmte;TJ_CondWarmte;NM3Gas_CondWarmte;Red_tonCO2_CondWarmte;TJ_MTWarmte;NM3Gas_MTWarmte;kWh_MTWarmte;Red_tonCO2_MTWarmte
3377;Albert Heijn BV;www.ah.nl;0115-460669;35012085;SAS VAN GENT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3378;Albert Heijn BV;www.ah.nl;075-6591111;35012085;VENLO;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3379;Albert Heijn BV;;026-3218727;35012085;ARNHEM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3380;Deka Supermarkten BV;www.dekamarkt.nl;023-5253431;34050453;HAARLEM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3381;Albert Heijn BV;www.ah.nl;070-3599842;35012085;'S-GRAVENHAGE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3382;Deka Supermarkten BV;;0251-270220;34050453;BEVERWIJK;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3383;Albert Heijn BV;www.ah.nl;075-6591111;35012085;AMERSFOORT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3384;Albert Heijn BV;www.ah.nl;036-5468698;35012085;ALMERE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3385;Albert Heijn BV;www.ah.nl;077-3200500;35012085;VENLO;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3386;Albert Heijn BV;www.albertheijn.nl;075-6591111;35012085;'S-HERTOGENBOSCH;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3387;Albert Heijn BV;www.ah.nl;010-2656378;35012085;ROTTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3388;Albert Heijn BV;www.ah.nl;070-3943737;35012085;'S-GRAVENHAGE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3389;Deka Supermarkten BV;;0571-272310;34050453;TWELLO;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
3390;Albert Heijn BV;www.ah.nl;070-3851222;35012085;'S-GRAVENHAGE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3391;Deka Supermarkten BV;www.dekamarkt.nl;0251-222883;34050453;VELSEN-NOORD;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3392;Albert Heijn BV;www.ah.nl;0343-510317;35012085;DRIEBERGEN-RIJSENBURG;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3393;Albert Heijn BV;;0318-643372;35012085;EDE GLD;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3394;Albert Heijn BV;www.ah.nl;020-4686109;35012085;AMSTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3395;Albert Heijn BV;www.ah.nl;0294-457496;35012085;MUIDEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3396;Deka Supermarkten BV;;023-5288638;34050453;HEEMSTEDE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3397;Deka Supermarkten BV;;0578-612794;34050453;EPE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
3398;Albert Heijn BV;www.ah.nl;035-5885083;35012085;SOEST;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3399;Albert Heijn BV;www.ah.nl;053-4619033;35012085;ENSCHEDE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3400;Albert Heijn BV;www.ah.nl;075-6591111;35012085;ELSLOO LB;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3401;Albert Heijn BV;www.ah.nl;0499-327043;35012085;BEST;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3402;Albert Heijn BV;www.ah.nl;075-6591111;35012085;DEVENTER;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3403;Deka Supermarkten BV;www.dekamarkt.nl;055-5218619;34050453;APELDOORN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3404;Albert Heijn BV;www.ah.nl;040-2019996;35012085;VALKENSWAARD;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3405;Albert Heijn BV;www.ah.nl;0118-614435;35012085;MIDDELBURG;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3406;Albert Heijn BV;www.ah.nl;030-2803320;35012085;UTRECHT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3407;Albert Heijn BV;www.albertheijn.nl;070-3889144;35012085;'S-GRAVENHAGE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3408;Deka Supermarkten BV;;0251-249830;34050453;HEEMSKERK;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
3409;Deka Supermarkten BV;;055-5331469;34050453;UGCHELEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
3410;Albert Heijn BV;;024-3440855;35012085;NIJMEGEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3411;Albert Heijn BV;www.ah.nl;045-5690012;35012085;LANDGRAAF;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3412;Deka Supermarkten BV;www.dekamarkt.nl;0255-514120;34050453;IJMUIDEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3413;Albert Heijn BV;www.ah.nl;045-5424334;35012085;KERKRADE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3414;Albert Heijn BV;www.ah.nl;075-6591111;35012085;HOOFDDORP;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3415;Deka Supermarkten BV;www.dekamarkt.nl;055-5340738;34050453;APELDOORN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3416;Deka Supermarkten BV;;055-5334824;34050453;APELDOORN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
3417;Aldi Best BV;;0499-367000;17046669;EINDHOVEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
3418;Detailconsult Supermarkten BV;;071-5210318;30104343;LEIDEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
3419;Jumbo Supermarkten BV;www.jumbosupermarkten.nl;0541-530004;16044409;OLDENZAAL;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3420;Jumbo Supermarkten BV;www.jumbosupermakten.nl;077-4660120;16044409;MEIJEL;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3421;Stationsfoodstore BV;www.ah-togo.nl;0886-711260;30158570;DRIEBERGEN-RIJSENBURG;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3422;Poiesz Supermarkten BV;;0593-542848;1100780;BEILEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3423;Aldi Drachten BV;aldi.nl;0512-589200;1048011;WORKUM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
3424;Coop Supermarkten BV;www.supercoop.nl;0598-351000;9124392;HOOGEZAND;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3425;Supermarkt P.J. de Jong BV;www.pjdejongc1000.nl;071-5812080;28093709;LEIDERDORP;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3426;Stationsfoodstore BV;www.ah-togo.nl;0886-711260;30158570;AMSTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3427;Deen Winkels BV;www.deen.nl;036-5230248;36009674;ALMERE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3428;Deen Winkels BV;www.deen.nl;036-5472160;36009674;ALMERE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3429;Stationsfoodstore BV;www.ah-togo.nl;0886-711260;30158570;GRONINGEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3430;Albert Heijn BV;;075-6591111;35012085;TILBURG;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3431;Albert Heijn BV;;075-6591111;35012085;VAALS;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3432;Albert Heijn BV;www.ah.nl;075-6591111;35012085;AALSMEER;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3433;Albert Heijn BV;;075-6591111;35012085;AMSTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3434;Supermarkt Exploitatie Boon BV;;078-6253410;23068927;ZWIJNDRECHT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3435;Leussink Haaksbergen BV;www.leussink.nl;053-5730530;8215385;HAAKSBERGEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;350;5.59029;18.365965;645000;1217.115;23.329739;819000;1532000;739.621
3436;Supermarkt Rothenbach VOF;www.rothenbach.nl;0475-533039;14127058;VLODROP;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
3437;Deen Winkels BV;www.deen.nl;0229-252100;36009674;BUSSUM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3438;Albert Heijn BV;;075-6591111;35012085;'S-GRAVENHAGE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3439;Albert Heijn BV;;075-6591111;35012085;AMSTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3440;Aldi Zoetermeer BV;www.aldi.nl;079-3440440;27347805;ROTTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
3441;Aldi Zoetermeer BV;www.aldi.nl;079-3440440;27347805;ROTTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
3442;Aldi Zoetermeer BV;www.aldi.nl;079-3440440;27347805;SCHIEDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
3443;Aldi Zoetermeer BV;www.aldi.nl;079-3440440;27347805;SPIJKENISSE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
3444;Aldi Zoetermeer BV;;079-3440440;27347805;HOEK VAN HOLLAND;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
3445;VOF Van der Burgt;;0486-490310;53654358;GRAVE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
3446;Coop Supermarkten BV;www.supercoop.nl;0598-618576;9124392;WILDERVANK;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3447;Coop Supermarkten BV;www.supercoop.nl;0485-513788;9124392;GENNEP;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3448;Poiesz Supermarkten BV;;0592-351298;1100780;ASSEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3449;Aldi Drachten BV;www.aldi.nl;0512-589200;1048011;SAPPEMEER;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
3450;Teun v Blijderveen thodn Jumbo Teun van Blijderveen;www.c1000.nl;026-4790460;6064680;HETEREN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3451;Supermarkt Jongman- Schoonebeek VOF;;0524-592010;1172774;SCHOONEBEEK;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3452;Plus Wilmink;www.plus.nl;0341-258690;8220898;NUNSPEET;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3453;Plus Voorstraat BV;www.plussupermarkt.nl;030-2302024;30285375;UTRECHT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3454;Hesselberth-Donders VOF;;0162-690020;17274022;MADE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
3455;D. Pepping t.h.o.d.n. Jumbo Pepping Eelde;;050-3099190;1180354;EELDE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3456;Coop Supermarkten BV;www.coop.nl;010-4361805;9124392;ROTTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3457;H.J. Rutten;www.superdeboer.nl;0411-644244;9220590;ANGEREN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
3458;Albert Heijn BV;;075-6591111;35012085;'S-GRAVENHAGE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3459;Albert Heijn BV;;075-6591111;35012085;ASSENDELFT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3460;Plus De Esch VOF;www.plus.nl;010-4705082;24381888;SCHIEDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3461;A.B. Blaauw Supermarkt BV;;0182-389666;24494734;WADDINXVEEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3462;Vinkeveen Supermarkt BV;;0297-212485;50088726;VINKEVEEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3463;Poiesz Supermarkten BV;;0522-463090;1100780;STAPHORST;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3464;Supermarkt Vathorst BV;www.c1000.nl;033-2858562;50107992;AMERSFOORT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3465;Hoogvliet BV;www.hoogvliet.com;030-2875010;28025437;UTRECHT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
3466;Nieuwkoop Supermarkt BV;;06-24483870;50168274;NIEUWKOOP;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3467;B. de Bresser Supermarkt BN BV;www.c1000.nl/mijn-c1000/baarle-nassau---c10;013-5076831;50283286;BAARLE-NASSAU;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
3468;Poiesz Supermarkten BV;;050-5209160;1100780;GRONINGEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3469;Poiesz Supermarkten BV;;0592-412828;1100780;BOVENSMILDE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3470;Supermarkt Exploitatie Boon BV;;0344-673460;23068927;ECK EN WIEL;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3471;Supermarkt Exploitatie Boon BV;www.mcd-supermarkt.nl;0344-641338;23068927;OCHTEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3472;Coop Supermarkt Postma;;0314-323157;50448161;DOETINCHEM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
3473;Coop Supermarkten BV;;026-3117406;9124392;WESTERVOORT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
